label,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41
stop,0.23,0.84,0.16,0.82,0.11,0.75,0.08,0.69,0.05,0.66,0.14,0.62,0.12,0.53,0.10,0.47,0.10,0.42,0.18,0.60,0.16,0.49,0.15,0.42,0.15,0.37,0.22,0.60,0.22,0.50,0.21,0.43,0.21,0.38,0.26,0.62,0.27,0.54,0.27,0.49,0.27,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.23,0.82,0.16,0.81,0.11,0.74,0.08,0.68,0.06,0.64,0.14,0.60,0.12,0.52,0.11,0.46,0.10,0.41,0.18,0.58,0.17,0.48,0.16,0.41,0.15,0.35,0.22,0.59,0.22,0.49,0.22,0.42,0.21,0.37,0.26,0.61,0.27,0.53,0.27,0.48,0.27,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.24,0.81,0.17,0.79,0.11,0.73,0.09,0.66,0.06,0.63,0.15,0.59,0.12,0.50,0.11,0.45,0.10,0.40,0.19,0.57,0.17,0.46,0.16,0.40,0.16,0.34,0.23,0.57,0.23,0.47,0.22,0.41,0.22,0.36,0.26,0.59,0.27,0.52,0.28,0.47,0.28,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.24,0.79,0.17,0.78,0.12,0.71,0.09,0.65,0.06,0.62,0.15,0.58,0.13,0.49,0.12,0.43,0.11,0.39,0.19,0.56,0.18,0.45,0.17,0.39,0.16,0.33,0.23,0.56,0.23,0.46,0.23,0.40,0.22,0.34,0.27,0.58,0.28,0.50,0.28,0.45,0.28,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.25,0.73,0.18,0.72,0.13,0.66,0.10,0.60,0.07,0.56,0.17,0.53,0.14,0.44,0.13,0.38,0.13,0.34,0.21,0.51,0.19,0.40,0.18,0.33,0.18,0.28,0.25,0.51,0.24,0.41,0.24,0.35,0.24,0.29,0.29,0.53,0.30,0.45,0.30,0.40,0.30,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.25,0.72,0.18,0.71,0.13,0.64,0.11,0.58,0.08,0.55,0.17,0.51,0.15,0.42,0.14,0.37,0.13,0.32,0.21,0.49,0.20,0.39,0.19,0.32,0.18,0.27,0.25,0.49,0.25,0.39,0.25,0.33,0.24,0.28,0.29,0.51,0.30,0.44,0.30,0.39,0.30,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.26,0.71,0.19,0.69,0.13,0.63,0.11,0.57,0.08,0.54,0.17,0.50,0.15,0.41,0.14,0.36,0.13,0.31,0.21,0.48,0.20,0.37,0.19,0.31,0.19,0.26,0.25,0.48,0.25,0.38,0.25,0.32,0.25,0.27,0.29,0.50,0.30,0.43,0.30,0.38,0.30,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.26,0.70,0.19,0.68,0.14,0.62,0.11,0.55,0.08,0.52,0.18,0.49,0.16,0.40,0.15,0.34,0.14,0.30,0.22,0.47,0.21,0.36,0.20,0.30,0.19,0.25,0.26,0.47,0.26,0.37,0.25,0.31,0.25,0.26,0.29,0.49,0.30,0.42,0.31,0.37,0.31,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.26,0.68,0.19,0.67,0.14,0.61,0.12,0.55,0.09,0.51,0.18,0.48,0.16,0.39,0.15,0.33,0.14,0.28,0.22,0.46,0.21,0.35,0.20,0.29,0.20,0.23,0.26,0.46,0.26,0.36,0.26,0.30,0.26,0.25,0.30,0.48,0.31,0.41,0.31,0.36,0.31,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.27,0.66,0.20,0.64,0.15,0.58,0.13,0.52,0.10,0.49,0.19,0.45,0.17,0.36,0.16,0.31,0.16,0.26,0.23,0.43,0.22,0.33,0.21,0.26,0.21,0.21,0.27,0.43,0.27,0.34,0.27,0.28,0.27,0.23,0.31,0.45,0.32,0.38,0.32,0.34,0.33,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.27,0.65,0.20,0.63,0.15,0.58,0.13,0.52,0.10,0.48,0.19,0.44,0.17,0.36,0.17,0.30,0.16,0.26,0.23,0.43,0.22,0.32,0.22,0.26,0.21,0.20,0.27,0.43,0.27,0.33,0.27,0.27,0.27,0.22,0.31,0.45,0.32,0.38,0.33,0.33,0.33,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.27,0.64,0.20,0.63,0.15,0.57,0.13,0.51,0.10,0.48,0.19,0.44,0.17,0.35,0.17,0.30,0.16,0.25,0.23,0.42,0.22,0.32,0.22,0.25,0.21,0.20,0.27,0.42,0.28,0.33,0.27,0.27,0.27,0.22,0.31,0.44,0.32,0.37,0.33,0.33,0.33,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.27,0.64,0.20,0.62,0.15,0.57,0.13,0.51,0.10,0.47,0.19,0.43,0.17,0.35,0.17,0.29,0.16,0.25,0.23,0.41,0.22,0.31,0.22,0.25,0.21,0.19,0.27,0.42,0.27,0.32,0.27,0.26,0.27,0.21,0.31,0.44,0.32,0.37,0.33,0.32,0.33,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.27,0.62,0.20,0.61,0.15,0.55,0.13,0.49,0.10,0.46,0.19,0.42,0.17,0.34,0.17,0.28,0.16,0.24,0.23,0.40,0.22,0.30,0.22,0.24,0.21,0.19,0.27,0.41,0.27,0.31,0.27,0.25,0.27,0.21,0.31,0.42,0.32,0.36,0.32,0.31,0.33,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.27,0.62,0.20,0.61,0.15,0.55,0.13,0.49,0.10,0.46,0.19,0.42,0.17,0.33,0.16,0.28,0.16,0.24,0.23,0.40,0.22,0.30,0.22,0.24,0.21,0.18,0.27,0.40,0.27,0.31,0.27,0.25,0.27,0.20,0.31,0.42,0.32,0.35,0.32,0.31,0.33,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.27,0.62,0.20,0.61,0.15,0.55,0.12,0.49,0.09,0.46,0.19,0.42,0.17,0.33,0.16,0.28,0.16,0.23,0.23,0.40,0.22,0.30,0.21,0.24,0.21,0.18,0.27,0.40,0.27,0.31,0.27,0.25,0.27,0.20,0.30,0.42,0.32,0.35,0.32,0.31,0.32,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.26,0.62,0.20,0.61,0.15,0.55,0.12,0.49,0.09,0.46,0.19,0.42,0.17,0.33,0.16,0.28,0.15,0.24,0.23,0.40,0.22,0.30,0.21,0.24,0.21,0.18,0.27,0.40,0.27,0.31,0.27,0.25,0.26,0.20,0.30,0.42,0.31,0.36,0.32,0.31,0.32,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.26,0.62,0.19,0.61,0.14,0.56,0.12,0.50,0.09,0.47,0.18,0.43,0.16,0.34,0.15,0.29,0.15,0.25,0.22,0.41,0.21,0.31,0.20,0.24,0.20,0.19,0.26,0.41,0.26,0.31,0.26,0.25,0.26,0.20,0.30,0.43,0.31,0.36,0.31,0.31,0.31,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.27,0.62,0.20,0.61,0.15,0.55,0.12,0.50,0.10,0.46,0.18,0.42,0.16,0.34,0.16,0.28,0.15,0.24,0.22,0.40,0.21,0.30,0.21,0.24,0.20,0.19,0.26,0.41,0.26,0.31,0.26,0.25,0.26,0.20,0.30,0.42,0.31,0.36,0.31,0.31,0.32,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.27,0.62,0.20,0.60,0.15,0.55,0.13,0.49,0.10,0.46,0.19,0.42,0.17,0.34,0.16,0.28,0.16,0.24,0.23,0.40,0.22,0.30,0.21,0.24,0.21,0.18,0.27,0.40,0.27,0.31,0.27,0.25,0.26,0.20,0.30,0.42,0.32,0.35,0.32,0.31,0.32,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.30,0.60,0.23,0.58,0.18,0.52,0.16,0.47,0.13,0.43,0.22,0.39,0.20,0.31,0.19,0.25,0.18,0.20,0.26,0.37,0.25,0.27,0.24,0.21,0.23,0.15,0.30,0.38,0.30,0.28,0.30,0.22,0.29,0.17,0.34,0.40,0.35,0.33,0.35,0.28,0.35,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.31,0.59,0.24,0.57,0.19,0.51,0.16,0.45,0.13,0.42,0.23,0.38,0.21,0.29,0.20,0.24,0.19,0.19,0.27,0.36,0.26,0.26,0.25,0.19,0.24,0.14,0.31,0.37,0.31,0.27,0.31,0.21,0.30,0.16,0.35,0.39,0.36,0.32,0.36,0.27,0.36,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.32,0.58,0.25,0.56,0.20,0.50,0.17,0.44,0.14,0.41,0.24,0.37,0.22,0.28,0.21,0.23,0.20,0.18,0.28,0.36,0.27,0.25,0.26,0.18,0.25,0.13,0.32,0.36,0.32,0.26,0.31,0.20,0.31,0.15,0.35,0.38,0.37,0.31,0.37,0.26,0.37,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.33,0.57,0.26,0.55,0.21,0.49,0.18,0.44,0.15,0.40,0.25,0.36,0.23,0.27,0.22,0.22,0.21,0.17,0.29,0.34,0.28,0.24,0.27,0.18,0.26,0.12,0.33,0.35,0.33,0.25,0.33,0.19,0.32,0.14,0.36,0.37,0.38,0.30,0.38,0.26,0.38,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.36,0.55,0.30,0.52,0.25,0.46,0.22,0.41,0.19,0.37,0.29,0.33,0.27,0.24,0.26,0.19,0.26,0.14,0.33,0.32,0.32,0.21,0.32,0.15,0.31,0.09,0.37,0.32,0.37,0.22,0.37,0.16,0.37,0.11,0.41,0.34,0.42,0.27,0.42,0.23,0.43,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.38,0.54,0.31,0.51,0.26,0.46,0.23,0.40,0.20,0.36,0.30,0.33,0.28,0.24,0.27,0.18,0.27,0.13,0.34,0.31,0.33,0.21,0.33,0.14,0.33,0.09,0.38,0.32,0.39,0.22,0.39,0.16,0.39,0.11,0.42,0.34,0.43,0.27,0.44,0.22,0.44,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.39,0.53,0.32,0.51,0.27,0.45,0.24,0.39,0.21,0.36,0.31,0.32,0.30,0.23,0.29,0.17,0.29,0.12,0.35,0.30,0.35,0.20,0.34,0.14,0.34,0.08,0.39,0.31,0.40,0.21,0.40,0.15,0.40,0.10,0.43,0.33,0.45,0.26,0.45,0.22,0.46,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.40,0.53,0.33,0.50,0.28,0.44,0.25,0.38,0.22,0.35,0.32,0.31,0.31,0.22,0.30,0.17,0.30,0.12,0.37,0.30,0.36,0.19,0.36,0.13,0.35,0.07,0.41,0.30,0.41,0.21,0.41,0.15,0.41,0.09,0.44,0.33,0.46,0.26,0.47,0.21,0.47,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.41,0.52,0.34,0.49,0.29,0.43,0.27,0.37,0.23,0.34,0.34,0.31,0.32,0.22,0.32,0.16,0.32,0.11,0.38,0.29,0.37,0.19,0.37,0.12,0.37,0.07,0.42,0.30,0.43,0.20,0.43,0.14,0.43,0.09,0.46,0.32,0.48,0.25,0.48,0.21,0.49,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.42,0.52,0.36,0.49,0.31,0.42,0.28,0.37,0.25,0.33,0.35,0.30,0.34,0.21,0.33,0.15,0.33,0.11,0.39,0.28,0.39,0.18,0.39,0.12,0.39,0.06,0.43,0.29,0.44,0.20,0.45,0.14,0.45,0.09,0.47,0.32,0.49,0.25,0.50,0.21,0.50,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.47,0.50,0.40,0.46,0.35,0.40,0.33,0.34,0.30,0.30,0.41,0.27,0.40,0.18,0.39,0.13,0.39,0.08,0.45,0.26,0.45,0.16,0.45,0.09,0.45,0.04,0.49,0.27,0.50,0.18,0.51,0.12,0.51,0.07,0.52,0.30,0.54,0.24,0.55,0.19,0.56,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.48,0.49,0.42,0.46,0.37,0.39,0.34,0.33,0.31,0.29,0.42,0.27,0.41,0.18,0.41,0.12,0.41,0.07,0.46,0.25,0.46,0.15,0.47,0.09,0.47,0.03,0.50,0.27,0.51,0.17,0.52,0.12,0.53,0.07,0.54,0.30,0.56,0.23,0.57,0.19,0.58,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.49,0.49,0.43,0.45,0.38,0.39,0.35,0.33,0.33,0.28,0.43,0.26,0.42,0.17,0.42,0.12,0.43,0.07,0.48,0.25,0.48,0.15,0.48,0.08,0.48,0.03,0.52,0.26,0.53,0.17,0.54,0.11,0.54,0.06,0.55,0.29,0.57,0.23,0.58,0.19,0.59,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.50,0.49,0.44,0.45,0.39,0.38,0.37,0.32,0.34,0.28,0.45,0.26,0.44,0.17,0.44,0.11,0.44,0.07,0.49,0.25,0.49,0.15,0.50,0.08,0.50,0.03,0.53,0.26,0.54,0.17,0.55,0.11,0.55,0.06,0.57,0.29,0.59,0.23,0.60,0.19,0.60,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.56,0.48,0.49,0.44,0.45,0.37,0.42,0.30,0.39,0.26,0.51,0.24,0.50,0.15,0.50,0.10,0.51,0.05,0.55,0.24,0.56,0.13,0.56,0.07,0.57,0.02,0.59,0.25,0.61,0.16,0.61,0.11,0.62,0.06,0.62,0.29,0.65,0.23,0.66,0.18,0.67,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.57,0.48,0.51,0.43,0.46,0.36,0.44,0.30,0.41,0.26,0.52,0.24,0.52,0.15,0.52,0.10,0.52,0.05,0.56,0.24,0.57,0.13,0.58,0.06,0.58,-0.00,0.60,0.25,0.62,0.16,0.63,0.10,0.64,0.05,0.64,0.28,0.66,0.22,0.68,0.18,0.68,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.58,0.48,0.52,0.43,0.48,0.36,0.45,0.30,0.42,0.25,0.53,0.24,0.53,0.15,0.53,0.09,0.54,0.04,0.58,0.23,0.59,0.13,0.60,0.06,0.60,-0.00,0.62,0.25,0.64,0.16,0.65,0.10,0.66,0.06,0.65,0.28,0.68,0.22,0.69,0.18,0.70,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.60,0.47,0.54,0.43,0.49,0.36,0.47,0.29,0.44,0.25,0.55,0.24,0.55,0.15,0.55,0.09,0.56,0.04,0.60,0.23,0.60,0.13,0.61,0.06,0.62,0.00,0.63,0.25,0.65,0.16,0.66,0.11,0.67,0.06,0.67,0.28,0.69,0.22,0.71,0.18,0.71,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.66,0.47,0.60,0.42,0.55,0.35,0.52,0.28,0.50,0.24,0.61,0.23,0.62,0.14,0.62,0.08,0.63,0.03,0.66,0.23,0.67,0.12,0.68,0.06,0.69,0.00,0.70,0.25,0.72,0.16,0.73,0.10,0.74,0.06,0.73,0.28,0.76,0.22,0.77,0.19,0.78,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.67,0.46,0.61,0.41,0.56,0.34,0.54,0.27,0.51,0.23,0.63,0.23,0.63,0.14,0.64,0.08,0.65,0.03,0.68,0.23,0.69,0.12,0.70,0.06,0.71,-0.00,0.71,0.25,0.74,0.16,0.75,0.10,0.76,0.06,0.75,0.28,0.77,0.23,0.79,0.19,0.80,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
